hr,min,sec,ax,ay,az,gx,gy,gz,temp
1,2,42,0.035136,-1.023336,-0.070760,-2.450000,-2.450000,-8.540000,26.36
1,2,42,0.088816,-1.023824,-0.055144,3.360000,-2.380000,-3.290000,26.43
1,2,42,0.107360,-1.016504,-0.034160,2.170000,-1.400000,7.000000,26.43
1,2,42,0.014640,-0.996496,-0.039040,-0.280000,-1.750000,-4.550000,26.38
1,2,42,0.036112,-1.013576,-0.046360,-3.220000,-2.170000,-11.480000,26.40
1,2,42,0.086376,-1.018944,-0.027816,-3.640000,-1.610000,-5.810000,26.39
1,2,42,0.114192,-1.023336,-0.032208,-5.110000,-2.240000,10.780000,26.38
1,2,42,0.083936,-1.027728,-0.028304,-9.310000,-2.800000,18.480000,26.38
1,2,42,0.047824,-1.001376,-0.030256,-15.050000,-3.990000,17.780001,26.42
1,2,42,0.029768,-0.992592,-0.043920,-18.059999,-3.920000,5.320000,26.39
1,2,42,0.076128,-1.034072,-0.096624,-3.360000,-1.050000,-9.380000,26.40
1,2,42,0.080520,-1.034072,-0.072224,6.440000,-0.350000,-3.220000,26.40
1,2,42,0.084424,-1.016504,-0.057584,6.650000,-0.980000,3.430000,26.45
1,2,42,0.056608,-1.008696,-0.045872,2.170000,-2.170000,5.110000,26.37
1,2,42,0.044896,-1.007232,-0.055144,-0.630000,-3.150000,3.850000,26.37
1,2,42,0.049776,-1.006744,-0.062952,-1.190000,-3.780000,2.170000,26.42
1,2,42,0.051728,-1.007232,-0.065880,2.660000,-2.940000,-0.280000,26.38
1,2,42,0.059536,-1.006256,-0.055632,5.110000,-3.430000,-0.770000,26.34
1,2,42,0.039528,-1.009672,-0.058560,6.020000,-2.870000,-4.550000,26.41
1,2,42,0.043432,-1.010648,-0.052216,7.910000,-2.170000,-8.400000,26.41
1,2,42,0.049776,-1.009184,-0.050264,8.470000,-2.380000,-10.080000,26.40
1,2,42,0.063440,-1.020408,-0.043432,9.590000,-3.850000,-9.730000,26.39
1,2,42,0.089792,-0.996008,-0.024888,7.490000,-3.360000,-6.720000,26.39
1,2,42,0.075152,-1.003328,-0.035136,2.870000,-3.220000,-3.990000,26.39
1,2,42,0.068808,-0.996984,-0.046848,1.470000,-1.190000,-14.700000,26.41
1,2,42,0.062464,-1.010160,-0.042456,2.170000,-0.560000,-16.730000,26.37
1,2,43,0.081496,-1.016992,-0.040992,0.910000,-0.070000,-16.730000,26.41
1,2,43,0.088816,-1.016992,-0.045384,0.280000,-0.840000,-12.880000,26.41
1,2,43,0.135664,-1.024800,-0.040016,-2.800000,6.300000,14.630000,26.37
1,2,43,0.035624,-1.043832,-0.074664,-4.060000,-2.660000,-14.560000,26.35
1,2,43,0.079056,-1.005768,-0.025864,3.780000,-6.020000,-5.110000,26.39
1,2,43,0.071736,-1.016016,-0.038064,10.570000,-1.610000,-0.770000,26.36
1,2,43,0.079544,-0.977952,-0.028304,11.550000,-1.400000,-6.370000,26.36
1,2,43,0.071736,-1.006256,-0.032696,13.160000,-2.030000,-9.730000,26.39
1,2,43,0.082472,-0.999912,-0.051728,15.400000,-1.330000,-11.550000,26.42
1,2,43,0.095160,-1.040416,-0.047336,18.059999,-4.690000,-2.380000,26.42
1,2,43,0.142984,-0.988200,-0.000488,12.530000,-3.640000,6.860000,26.41
1,2,43,0.065392,-1.017480,-0.003416,4.620000,-4.690000,4.060000,26.38
1,2,43,0.061976,-1.000400,0.003904,1.820000,-1.680000,-1.820000,26.40
1,2,43,0.117608,-1.026752,-0.040992,2.940000,0.070000,-0.770000,26.39
1,2,43,0.112240,-1.013576,-0.027328,4.550000,1.120000,1.330000,26.42
1,2,43,0.097112,-1.003328,-0.013664,5.180000,0.210000,2.520000,26.40
1,2,43,0.082472,-1.003328,0.002928,0.840000,-1.330000,1.960000,26.40
1,2,43,0.074176,-0.992592,-0.009272,-1.820000,-1.820000,1.120000,26.43
1,2,43,0.086376,-1.002352,-0.034648,-4.130000,-1.400000,2.730000,26.38
1,2,43,0.088328,-1.043344,-0.052704,-0.210000,-0.420000,0.700000,26.44
1,2,43,0.093696,-0.985272,0.005368,6.720000,-0.560000,0.910000,26.38
1,2,43,0.092720,-1.017480,0.002440,3.150000,-1.890000,0.630000,26.38
1,2,43,0.090768,-1.009184,-0.004392,-3.500000,-2.660000,0.140000,26.42
1,2,43,0.086864,-1.006744,-0.013176,-5.460000,-3.010000,0.630000,26.36
1,2,43,0.088816,-1.011624,-0.029768,-6.300000,-2.660000,0.350000,26.39
1,2,43,0.092232,-1.024312,-0.041480,-1.050000,-1.680000,0.490000,26.39
1,2,43,0.087840,-1.011136,-0.030744,4.060000,-0.840000,0.070000,26.42
1,2,43,0.090280,-1.012600,-0.020008,-2.730000,-2.380000,0.490000,26.39
1,2,43,0.090768,-1.014552,-0.020008,-2.660000,-4.270000,1.960000,26.42
1,2,43,0.090768,-1.000888,-0.024888,-3.220000,-3.990000,1.540000,26.42
1,2,43,0.078080,-1.014552,-0.036112,1.400000,-5.110000,1.120000,26.41
1,2,43,0.084424,-1.012112,-0.033672,4.270000,-4.760000,-0.140000,26.42
1,2,43,0.090768,-1.024800,-0.030256,6.230000,-5.320000,0.070000,26.39
1,2,43,0.084424,-1.012600,-0.019520,6.160000,-5.670000,-0.420000,26.39
1,2,43,0.088328,-1.008696,-0.007808,2.590000,-4.690000,0.280000,26.36
1,2,43,0.095160,-1.015040,-0.016104,1.470000,-3.150000,0.980000,26.43
1,2,43,0.094184,-1.014064,-0.020984,2.240000,-1.610000,0.910000,26.41
1,2,43,0.092720,-1.013576,-0.009272,1.680000,-1.190000,0.630000,26.41
1,2,43,0.086376,-1.002352,-0.008296,0.210000,-1.400000,0.070000,26.38
1,2,43,0.081984,-1.005280,-0.003416,-1.750000,-1.190000,-0.280000,26.38
1,2,43,0.091256,-1.003816,-0.012688,-4.480000,-1.820000,0.560000,26.38
1,2,43,0.090280,-1.016504,-0.015616,2.100000,-0.140000,-0.140000,26.41
1,2,43,0.091256,-1.012112,-0.019520,1.400000,-0.840000,-0.280000,26.41
1,2,43,0.081496,-1.025776,-0.020496,2.170000,-0.070000,-0.070000,26.40
1,2,43,0.086376,-1.016504,-0.025376,3.710000,-1.260000,-1.050000,26.39
1,2,43,0.101504,-1.014552,-0.029280,5.320000,-1.820000,-0.350000,26.39
1,2,43,0.092232,-1.007720,-0.014640,4.690000,-1.540000,0.140000,26.40
1,2,43,0.081008,-1.018944,-0.011224,5.390000,-1.890000,-0.210000,26.35
1,2,43,0.097600,-1.008208,-0.010248,-1.050000,-1.400000,0.630000,26.38
1,2,43,0.089304,-1.018456,-0.008296,-1.540000,-1.400000,-0.280000,26.38
1,2,43,0.093696,-1.004792,-0.005368,-1.400000,-1.260000,-0.770000,26.37
1,2,43,0.095648,-0.999424,-0.121024,-4.830000,-1.330000,1.050000,26.41
1,2,44,0.077104,-1.825608,0.510936,-79.239998,-91.209999,186.130005,26.44
1,2,44,-0.466040,-0.653920,-0.071248,35.070000,42.000000,-94.709999,26.42
1,2,44,0.135664,-1.438136,0.311344,-36.750000,-36.889999,-30.520000,26.37
1,2,44,0.145912,-1.096048,-0.173240,-7.350000,2.800000,-5.740000,26.41
1,2,44,0.100528,-1.003816,-0.246440,34.930000,12.880000,-4.620000,26.41
1,2,44,0.094184,-1.057984,-0.158600,61.180000,15.820000,0.210000,26.41
1,2,44,0.115168,-1.000888,0.049288,50.119999,-0.980000,11.970000,26.42
1,2,44,0.046360,-0.932080,0.084912,-1.820000,-0.770000,5.950000,26.40
1,2,44,0.048312,-1.003328,-0.007320,-24.010000,-6.790000,-1.050000,26.37
1,2,44,0.056608,-1.003816,-0.153720,-22.049999,-3.430000,-4.270000,26.37
1,2,44,0.087352,-0.999912,-0.061000,3.990000,-0.560000,3.850000,26.43
1,2,44,0.062952,-1.001864,-0.078080,-0.560000,-1.050000,4.200000,26.44
1,2,44,0.043432,-1.016016,-0.095648,-1.400000,-1.190000,-0.490000,26.41
1,2,44,0.040992,-1.015528,-0.079544,1.540000,-1.400000,-2.800000,26.41
1,2,44,0.069296,-1.002840,-0.064416,1.050000,-1.260000,-2.030000,26.42
1,2,44,0.077104,-1.012600,-0.062952,1.540000,-1.190000,0.490000,26.45
1,2,44,0.069296,-1.002352,-0.069296,0.700000,-1.050000,1.260000,26.45
1,2,44,0.073200,-1.015528,-0.091256,-1.120000,-1.120000,-3.010000,26.42
1,2,44,0.064416,-1.007232,-0.090768,0.070000,-0.560000,-2.100000,26.43
1,2,44,0.064904,-1.007720,-0.080520,2.660000,0.210000,-1.120000,26.40
1,2,44,0.070760,-1.015528,-0.063440,2.870000,-0.420000,1.540000,26.39
1,2,44,0.046848,-1.006256,-0.057584,-3.010000,-1.960000,7.210000,26.39
1,2,44,0.087840,-0.988200,-0.072712,-8.890000,-2.730000,8.680000,26.41
1,2,44,0.047336,-1.014552,-0.087840,-7.770000,-3.080000,2.940000,26.41
1,2,44,0.034648,-1.018456,-0.101992,1.190000,-0.560000,-3.220000,26.41
1,2,44,0.070760,-1.009184,-0.075640,3.220000,-0.910000,-0.910000,26.41
1,2,44,0.081008,-1.008696,-0.066856,2.730000,-1.470000,1.400000,26.43
1,2,44,0.093208,-1.001864,-0.059048,-0.630000,-2.030000,1.750000,26.41
1,2,44,0.061000,-0.996984,-0.074664,-2.240000,-1.890000,0.420000,26.41
1,2,44,0.059048,-1.018456,-0.088328,-2.310000,-0.910000,-0.140000,26.43
1,2,44,0.074176,-0.985760,-0.088328,-1.680000,1.260000,0.700000,26.37
1,2,44,0.039040,-1.031632,-0.111752,-1.050000,-0.280000,-2.660000,26.40
1,2,44,0.064416,-0.984784,-0.041968,1.120000,-0.980000,3.010000,26.44
1,2,44,0.057584,-1.013576,-0.072712,-6.580000,-3.430000,1.540000,26.44
1,2,44,0.055632,-1.008208,-0.095648,-4.200000,-2.380000,1.050000,26.43
1,2,44,0.055632,-1.017480,-0.094672,0.280000,-1.400000,-0.350000,26.42
1,2,44,0.103944,-0.993080,-0.102480,1.750000,-0.700000,0.840000,26.42
1,2,44,0.037088,-0.971120,-0.107360,7.770000,7.350000,-18.340000,26.41
1,2,44,-0.042456,-1.043832,-0.080032,13.510000,3.430000,-22.959999,26.43
1,2,44,0.121512,-1.020896,-0.016592,-30.240000,-0.350000,27.719999,26.37
1,2,44,0.067344,-1.008208,-0.095648,-34.930000,-4.340000,30.450001,26.38
1,2,44,-0.002440,-1.003328,-0.140056,-23.799999,-7.630000,17.990000,26.38
1,2,44,-0.045872,-1.017480,-0.183000,-8.190000,-2.310000,-6.720000,26.41
1,2,44,0.029768,-1.024312,-0.157136,11.270000,3.360000,-23.730000,26.41
1,2,44,0.068808,-1.016992,-0.109312,24.920000,6.930000,-22.049999,26.41
1,2,44,0.099552,-1.021384,-0.054656,23.170000,4.480000,-14.840000,26.41
1,2,44,0.038064,-1.022848,-0.081496,-19.809999,-5.320000,17.290001,26.40
1,2,44,0.024400,-1.009672,-0.120048,-12.600000,-3.850000,2.520000,26.38
1,2,44,0.030256,-1.009184,-0.147376,-0.070000,-0.210000,-10.080000,26.38
1,2,44,0.020496,-1.030656,-0.151280,12.600000,4.410000,-17.290001,26.45
1,2,45,-0.113216,-1.008696,-0.187392,-5.600000,-2.590000,-25.900000,26.39
1,2,45,0.093208,-0.997960,-0.090768,10.640000,-1.050000,3.850000,26.43
1,2,45,0.064904,-1.020408,-0.092232,7.700000,-2.310000,8.890000,26.43
1,2,45,0.045384,-0.994056,-0.098088,5.740000,2.870000,-13.510000,26.39
1,2,45,0.086864,-1.008696,-0.094672,6.300000,-0.280000,-6.930000,26.43
1,2,45,0.112728,-1.006744,-0.067344,-1.890000,-2.870000,6.930000,26.37
1,2,45,0.082472,-1.001864,-0.083936,-7.630000,-4.340000,16.240000,26.37
1,2,45,0.048312,-1.016992,-0.106872,-7.280000,-3.710000,10.500000,26.41
1,2,45,-0.007320,-0.996984,-0.119072,-1.540000,-1.190000,-4.130000,26.38
1,2,45,0.030744,-1.007232,-0.106384,3.080000,4.690000,-12.250000,26.38
1,2,45,0.096136,-1.006744,-0.075640,7.210000,-0.700000,0.420000,26.38
1,2,45,0.107848,-1.001864,-0.061976,-5.950000,-4.270000,11.340000,26.38
1,2,45,0.085400,-1.001864,-0.070760,-11.900000,-5.250000,16.450001,26.42
1,2,45,0.047336,-1.005768,-0.099064,-12.040000,-4.550000,10.080000,26.42
1,2,45,0.008296,-1.007232,-0.137616,-5.670000,-2.660000,-1.260000,26.41
1,2,45,0.027328,-1.025288,-0.123464,5.180000,-1.610000,-9.450000,26.42
1,2,45,0.014152,-1.017968,-0.092232,12.460000,-0.350000,-3.710000,26.42
1,2,45,0.099064,-0.985272,-0.060024,2.520000,-1.820000,4.830000,26.37
1,2,45,0.050752,-1.001864,-0.074176,-4.970000,-2.380000,1.680000,26.37
1,2,45,0.058072,-1.022848,-0.094672,-7.630000,-3.220000,2.310000,26.45
1,2,45,0.059536,-1.005768,-0.101016,-5.180000,-3.010000,6.720000,26.43
1,2,45,0.051240,-1.018944,-0.094672,-3.150000,-2.800000,6.580000,26.43
1,2,45,0.048800,-0.997960,-0.095648,-2.940000,-3.080000,5.530000,26.43
1,2,45,0.044896,-1.007232,-0.107360,-2.730000,-3.780000,2.940000,26.39
1,2,45,0.080520,-1.008208,-0.095648,-1.820000,-2.590000,3.780000,26.37
1,2,45,0.072224,-1.007720,-0.103456,-4.340000,-3.220000,9.730000,26.37
1,2,45,0.055632,-1.002840,-0.109312,-5.600000,-3.080000,8.120000,26.45
1,2,45,-0.000976,-1.008208,-0.132736,-3.220000,-2.380000,5.180000,26.40
1,2,45,0.042456,-0.999912,-0.102480,-3.850000,-2.100000,2.660000,26.40
1,2,45,0.027328,-0.996008,-0.113216,-2.730000,-0.840000,-1.960000,26.45
1,2,45,0.066856,-1.006256,-0.111264,-2.170000,-0.490000,-3.360000,26.43
1,2,45,0.085400,-1.005280,-0.126880,-3.710000,-0.280000,4.830000,26.37
1,2,45,0.033184,-1.015040,-0.118096,-3.290000,-2.310000,5.600000,26.43
1,2,45,0.047824,-1.006744,-0.088328,-4.060000,-1.680000,5.390000,26.43
1,2,45,0.068320,-0.999424,-0.086864,-10.570000,-1.820000,7.560000,26.40
1,2,45,0.050752,-1.005280,-0.108336,-13.300000,-3.500000,9.800000,26.38
1,2,45,0.026352,-0.995520,-0.132248,-11.200000,-2.240000,1.890000,26.42
1,2,45,-0.006344,-1.014552,-0.178608,-3.710000,-1.400000,-9.240000,26.42
1,2,45,0.054168,-1.006256,-0.094184,5.320000,-2.450000,11.340000,26.39
1,2,45,0.020984,-0.956968,-0.126880,1.260000,-1.120000,0.280000,26.43
1,2,45,-0.017568,-1.013088,-0.100528,-1.190000,-1.330000,-7.070000,26.46
1,2,45,0.086864,-1.006744,-0.106872,-3.640000,-1.750000,-3.220000,26.43
1,2,45,0.071248,-1.006744,-0.108336,-6.090000,-2.800000,7.210000,26.43
1,2,45,0.045872,-1.008696,-0.117608,-6.300000,-2.240000,9.450000,26.41
1,2,45,0.028792,-0.999912,-0.118096,-6.580000,-2.240000,5.600000,26.39
1,2,45,0.035136,-1.006744,-0.163968,5.390000,0.000000,-10.220000,26.45
1,2,45,0.051240,-1.015528,-0.131272,16.799999,2.380000,-8.960000,26.45
1,2,45,0.060512,-1.004304,-0.108824,17.920000,3.570000,-8.120000,26.43
1,2,45,0.043920,-1.000400,-0.089304,13.020000,1.470000,-7.840000,26.42
1,2,45,0.078568,-1.007232,-0.069296,2.310000,-1.190000,-3.080000,26.42
1,2,46,0.067344,-1.002840,-0.101992,5.460000,-0.350000,-1.890000,26.40
1,2,46,0.041968,-1.005768,-0.116144,-2.450000,-1.260000,-3.290000,26.39
1,2,46,0.047336,-0.993080,-0.104920,3.360000,0.280000,-2.030000,26.43
1,2,46,0.074664,-1.004304,-0.101016,3.850000,-1.120000,1.400000,26.46
1,2,46,0.056120,-0.999424,-0.099064,1.050000,-2.310000,3.570000,26.46
1,2,46,0.041968,-1.009184,-0.111264,-0.350000,-2.590000,4.130000,26.41
1,2,46,0.025864,-1.019920,-0.116144,0.280000,-1.960000,-0.980000,26.40
1,2,46,0.042944,-1.008208,-0.119072,1.610000,-1.540000,-2.730000,26.40
1,2,46,0.052704,-1.000400,-0.115656,2.590000,-1.190000,-3.920000,26.42
1,2,46,0.060512,-1.001864,-0.099552,0.700000,-2.380000,3.080000,26.42
1,2,46,0.050752,-1.005280,-0.112240,-1.890000,-2.730000,2.940000,26.43
1,2,46,0.047336,-1.006744,-0.114680,-1.960000,-2.380000,2.100000,26.39
1,2,46,0.040504,-1.008208,-0.116144,0.140000,-0.490000,-1.050000,26.39
1,2,46,0.020496,-0.983808,-0.113704,4.690000,-1.260000,-7.560000,26.45
1,2,46,0.084424,-1.021872,-0.116632,3.570000,-0.910000,-3.500000,26.40
1,2,46,0.073688,-0.987224,-0.114192,3.570000,-1.330000,-1.330000,26.40
1,2,46,0.050752,-1.011136,-0.106872,4.060000,-1.610000,-1.960000,26.45
1,2,46,0.042944,-1.009672,-0.135664,1.470000,-2.590000,-0.700000,26.40
1,2,46,0.010248,-1.004304,-0.113216,2.380000,2.380000,-6.580000,26.45
1,2,46,0.076128,-1.007232,-0.128344,7.280000,-0.560000,-4.690000,26.45
1,2,46,-0.006832,-0.996984,-0.122000,11.200000,2.940000,-18.059999,26.44
1,2,46,0.061976,-1.027728,-0.108336,15.470000,3.290000,-18.340000,26.42
1,2,46,0.063928,-0.980392,-0.082472,14.420000,4.340000,-19.530001,26.45
1,2,46,0.110776,-1.029192,-0.059536,4.130000,-1.610000,-2.940000,26.45
1,2,46,0.048800,-1.017968,-0.112240,-4.900000,-3.500000,6.230000,26.45
1,2,46,0.037576,-0.996496,-0.117120,-0.420000,-1.750000,-0.350000,26.42
1,2,46,0.050264,-1.017968,-0.111264,3.360000,0.070000,-7.000000,26.42
1,2,46,0.069784,-1.002352,-0.096624,4.690000,-0.140000,-4.830000,26.42
1,2,46,0.085400,-1.007720,-0.089304,2.520000,-0.840000,0.280000,26.38
1,2,46,0.075640,-1.007232,-0.083448,-1.610000,-2.380000,4.130000,26.41
1,2,46,0.063928,-1.005280,-0.097112,-2.310000,-2.380000,3.360000,26.41
1,2,46,0.071248,-1.006744,-0.093696,2.730000,-0.840000,-1.750000,26.43
1,2,46,0.073688,-1.006256,-0.086864,1.050000,-1.540000,1.120000,26.44
1,2,46,0.077104,-1.002840,-0.094672,-1.260000,-2.170000,2.520000,26.44
1,2,46,0.069296,-1.008696,-0.099064,-1.330000,-2.100000,2.170000,26.43
1,2,46,0.061000,-1.008696,-0.104920,0.490000,-1.540000,0.210000,26.43
1,2,46,0.064416,-1.007720,-0.101016,1.400000,-1.120000,-0.910000,26.41
1,2,46,0.068808,-1.007232,-0.097112,1.540000,-1.330000,-0.770000,26.42
1,2,46,0.078080,-1.006744,-0.098088,-0.140000,-1.750000,1.050000,26.41
1,2,46,0.064416,-1.004304,-0.103944,0.280000,-1.540000,-0.140000,26.41
1,2,46,0.063928,-1.011624,-0.099552,0.910000,-1.540000,0.000000,26.43
1,2,46,0.067832,-1.007720,-0.100040,0.420000,-1.680000,0.770000,26.41
1,2,46,0.062952,-1.010160,-0.100528,0.420000,-1.540000,0.210000,26.41
1,2,46,0.061488,-1.006256,-0.098576,0.700000,-1.610000,0.070000,26.41
1,2,46,0.069784,-1.007232,-0.095160,0.560000,-1.610000,-0.140000,26.41
1,2,46,0.068808,-1.006256,-0.097112,0.630000,-1.470000,0.350000,26.39
1,2,46,0.068808,-1.005768,-0.098088,0.070000,-1.610000,0.770000,26.41
1,2,46,0.068320,-1.007720,-0.101504,0.280000,-1.680000,0.140000,26.41
1,2,46,0.066856,-1.004304,-0.100040,0.770000,-1.470000,-0.070000,26.46
1,2,46,0.066368,-1.005768,-0.098576,0.770000,-1.400000,-0.210000,26.46
1,2,46,0.066368,-1.008696,-0.100528,0.350000,-1.470000,0.210000,26.42
1,2,47,0.068320,-1.005768,-0.094672,0.210000,-1.540000,-0.070000,26.44
1,2,47,0.069784,-1.006744,-0.097112,0.700000,-1.400000,0.070000,26.45
1,2,47,0.071736,-1.009184,-0.096624,0.490000,-1.540000,0.210000,26.41
1,2,47,0.069784,-1.007232,-0.097112,0.140000,-1.680000,0.350000,26.41
1,2,47,0.069296,-1.007232,-0.098576,-0.280000,-1.680000,0.560000,26.41
1,2,47,0.067832,-1.007720,-0.103456,0.350000,-1.680000,0.700000,26.43
1,2,47,0.066856,-1.005768,-0.099552,0.700000,-1.470000,17.780001,26.39
1,2,47,0.069296,-1.005768,-0.097112,0.770000,-1.400000,-0.420000,26.39
1,2,47,0.070760,-1.005768,-0.100040,0.210000,-1.610000,0.840000,26.41
1,2,47,0.066856,-1.008208,-0.100528,0.420000,-1.540000,0.630000,26.42
1,2,47,0.066368,-1.008208,-0.096624,0.770000,-1.470000,-0.070000,26.41
1,2,47,0.068808,-1.007720,-0.094672,0.630000,-1.400000,-0.280000,26.41
1,2,47,0.069296,-1.007232,-0.100040,0.070000,-1.540000,0.210000,26.47
1,2,47,0.069784,-1.006256,-0.097112,0.490000,-1.470000,0.490000,26.46
1,2,47,0.071736,-1.005768,-0.098088,0.490000,-1.540000,0.490000,26.46
1,2,47,0.070272,-1.007720,-0.096624,0.420000,-1.680000,0.420000,26.43
1,2,47,0.061488,-1.007232,-0.102480,0.140000,-1.610000,0.560000,26.39
1,2,47,0.069784,-1.003328,-0.097112,0.910000,-1.470000,0.210000,26.43
1,2,47,0.068320,-1.007720,-0.094184,0.840000,-1.610000,0.280000,26.44
1,2,47,0.068320,-1.006256,-0.096136,0.210000,-1.400000,0.140000,26.44
1,2,47,0.072224,-1.006256,-0.102480,-0.140000,-1.540000,0.630000,26.45
1,2,47,0.064416,-1.010160,-0.101504,0.000000,-1.610000,0.280000,26.42
1,2,47,0.069784,-1.013576,-0.095648,0.000000,-1.680000,1.050000,26.39
1,2,47,0.072712,-1.002352,-0.094672,-1.190000,-2.310000,2.730000,26.43
1,2,47,0.068320,-1.008208,-0.095160,-1.680000,-2.310000,3.220000,26.43
1,2,47,0.071736,-1.008208,-0.097112,-2.590000,-2.940000,4.830000,26.41
1,2,47,0.060512,-0.996984,-0.104432,-2.450000,-2.310000,4.200000,26.45
1,2,47,0.061976,-1.014064,-0.110776,-0.420000,-1.960000,-0.070000,26.43
1,2,47,0.047336,-1.000400,-0.109312,2.590000,-0.840000,-3.500000,26.43
1,2,47,0.074176,-1.007720,-0.094184,1.680000,-0.630000,-2.730000,26.42
1,2,47,0.071248,-1.005280,-0.097600,-2.240000,-2.800000,4.760000,26.39
1,2,47,0.072712,-1.008208,-0.096624,-3.360000,-3.220000,5.250000,26.45
1,2,47,0.054168,-1.012112,-0.103456,-4.270000,-2.520000,4.340000,26.45
1,2,47,0.038064,-1.002352,-0.109800,-2.030000,-1.820000,0.000000,26.46
1,2,47,0.041480,-1.015528,-0.111264,2.520000,-0.980000,-5.180000,26.41
1,2,47,0.099064,-1.003328,-0.104432,3.640000,-1.750000,-1.750000,26.41
1,2,47,0.051728,-0.983320,-0.110288,2.940000,-0.630000,-4.620000,26.44
1,2,47,0.071736,-1.004792,-0.096624,-3.850000,-3.640000,5.880000,26.39
1,2,47,0.069296,-1.004304,-0.110288,-4.060000,-2.590000,3.780000,26.44
1,2,47,0.054656,-0.997960,-0.114192,-2.240000,-2.030000,0.840000,26.42
1,2,47,0.066368,-1.016016,-0.108336,-0.490000,-1.400000,-0.420000,26.42
1,2,47,0.061488,-1.005768,-0.108824,1.470000,-0.980000,-1.960000,26.46
1,2,47,0.069296,-1.004792,-0.097600,1.610000,-1.400000,0.770000,26.43
1,2,47,0.065880,-1.003816,-0.098088,-0.140000,-1.820000,1.470000,26.43
1,2,47,0.061488,-1.009184,-0.102480,2.030000,-1.050000,-1.890000,26.44
1,2,47,0.075640,-1.007232,-0.095160,0.280000,-1.680000,1.890000,26.46
1,2,47,0.069784,-1.002840,-0.094184,-2.030000,-2.240000,4.340000,26.42
1,2,47,0.046848,-1.010648,-0.109800,-1.540000,-2.310000,2.310000,26.42
1,2,47,0.045384,-1.004304,-0.114192,-0.070000,-1.050000,-1.960000,26.44
1,2,47,0.072224,-1.000888,-0.105408,0.980000,-1.540000,0.420000,26.37
1,2,47,0.059048,-1.004792,-0.104432,1.890000,-0.210000,-3.710000,26.42
1,2,47,0.069784,-1.009672,-0.094672,3.710000,-0.070000,-1.190000,26.45
1,2,48,0.092232,-1.007232,-0.078080,-2.660000,-3.290000,6.020000,26.45
1,2,48,0.082960,-1.002840,-0.086376,-8.890000,-5.670000,12.530000,26.45
1,2,48,0.075152,-1.016504,-0.097600,-13.020000,-7.630000,18.830000,26.46
1,2,48,0.048800,-0.987712,-0.112240,-13.930000,-4.550000,17.639999,26.46
1,2,48,-0.037088,-1.004792,-0.145912,-8.190000,-2.660000,-4.060000,26.43
1,2,48,0.011712,-1.025776,-0.137128,5.110000,0.140000,-10.290000,26.43
1,2,48,0.080520,-1.001864,-0.082472,0.070000,-2.940000,5.530000,26.41
1,2,48,0.077104,-1.001864,-0.093208,-5.180000,-4.480000,9.730000,26.45
1,2,48,0.048800,-1.010160,-0.110288,-7.350000,-3.360000,7.070000,26.45
1,2,48,0.012688,-0.997472,-0.131272,-2.170000,-1.400000,-2.590000,26.46
1,2,48,0.049776,-1.018456,-0.131760,3.780000,-0.140000,-5.880000,26.46
1,2,48,0.070760,-1.003328,-0.103944,4.550000,-0.490000,-0.840000,26.46
1,2,48,0.073688,-1.007232,-0.094672,1.050000,-1.540000,2.380000,26.45
1,2,48,0.046848,-1.007720,-0.118096,-3.290000,-2.660000,2.380000,26.39
1,2,48,0.061488,-1.009184,-0.119072,-1.400000,-2.030000,2.730000,26.41
1,2,48,0.044408,-1.000888,-0.118096,0.280000,-1.330000,1.960000,26.41
1,2,48,0.029280,-1.004792,-0.115656,2.310000,-0.910000,-3.640000,26.43
1,2,48,0.045384,-1.008208,-0.109800,2.450000,-1.260000,-4.060000,26.45
1,2,48,0.077592,-1.005768,-0.104432,1.120000,-2.030000,2.380000,26.45
1,2,48,0.083448,-1.011136,-0.108824,-3.080000,-3.360000,6.650000,26.45
1,2,48,0.062464,-1.010648,-0.107848,-4.480000,-6.930000,11.200000,26.40
1,2,48,-0.008296,-1.001864,-0.148352,-6.300000,-3.360000,-2.870000,26.41
1,2,48,0.022448,-1.005768,-0.148840,5.390000,0.070000,-10.290000,26.47
1,2,48,0.055144,-1.013576,-0.136152,10.990000,0.490000,-9.240000,26.47
1,2,48,0.072712,-1.012112,-0.116144,11.060000,0.560000,-5.320000,26.42
1,2,48,0.074176,-1.007720,-0.102968,5.740000,-1.680000,0.210000,26.43
1,2,48,0.061000,-0.995520,-0.080520,0.000000,-1.820000,5.810000,26.43
1,2,48,0.047824,-1.000400,-0.090280,-6.020000,-2.870000,5.810000,26.38
1,2,48,0.048800,-1.010160,-0.134200,0.910000,-1.960000,2.870000,26.44
1,2,48,0.040504,-0.996984,-0.121024,2.800000,-1.400000,-0.070000,26.50
1,2,48,0.045384,-1.012112,-0.117120,2.940000,-1.820000,-0.910000,26.44
1,2,48,0.046848,-0.999424,-0.116144,3.360000,-0.770000,-2.940000,26.44
1,2,48,0.041968,-1.016504,-0.114680,2.380000,-1.610000,-3.990000,26.45
1,2,48,0.063928,-1.000888,-0.114192,0.980000,-2.660000,1.610000,26.45
1,2,48,0.060512,-1.012600,-0.115168,0.000000,-4.130000,4.130000,26.45
1,2,48,0.024400,-0.997960,-0.129320,-1.960000,-1.890000,-3.080000,26.47
1,2,48,0.055632,-1.022360,-0.122976,1.890000,-1.120000,-4.620000,26.38
1,2,48,0.073200,-1.002840,-0.107848,0.980000,-1.260000,4.060000,26.45
